ID,Event,Date,Time,DayOfWeek,IsWeekend,Month,Status,CreatedAt
30,Business Meeting,2025-12-13,11:00:00,5,1,12,confirmed,2025-12-12T11:00:00
42,Code Review,2025-12-13,11:00:00,5,1,12,confirmed,2025-12-11T11:00:00
115,AI Workshop,2025-12-13,11:00:00,5,1,12,confirmed,2025-11-29T11:00:00
135,Yoga Class,2025-12-13,11:00:00,5,1,12,confirmed,2025-12-06T11:00:00
164,Code Review,2025-12-13,11:00:00,5,1,12,confirmed,2025-12-09T11:00:00
258,AI Workshop,2025-12-13,11:00:00,5,1,12,confirmed,2025-12-08T11:00:00
282,Yoga Class,2025-12-13,11:00:00,5,1,12,confirmed,2025-11-30T11:00:00
508,AI Workshop,2025-12-13,11:00:00,5,1,12,confirmed,2025-12-11T11:00:00
531,Yoga Class,2025-12-13,11:00:00,5,1,12,confirmed,2025-12-10T11:00:00
553,Business Meeting,2025-12-13,11:00:00,5,1,12,confirmed,2025-12-03T11:00:00
804,Business Meeting,2025-12-13,11:00:00,5,1,12,cancelled,2025-12-01T11:00:00
825,Code Review,2025-12-13,11:00:00,5,1,12,confirmed,2025-12-05T11:00:00
257,AI Workshop,2025-12-13,09:00:00,5,1,12,cancelled,2025-12-02T09:00:00
326,Code Review,2025-12-13,09:00:00,5,1,12,confirmed,2025-12-04T09:00:00
530,Yoga Class,2025-12-13,09:00:00,5,1,12,confirmed,2025-12-05T09:00:00
29,Business Meeting,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-09T16:00:00
114,AI Workshop,2025-12-12,16:00:00,4,0,12,confirmed,2025-11-30T16:00:00
134,Yoga Class,2025-12-12,16:00:00,4,0,12,cancelled,2025-12-10T16:00:00
149,Business Meeting,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-08T16:00:00
256,AI Workshop,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-07T16:00:00
281,Yoga Class,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-07T16:00:00
325,Code Review,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-06T16:00:00
507,AI Workshop,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-01T16:00:00
529,Yoga Class,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-03T16:00:00
552,Business Meeting,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-05T16:00:00
575,Code Review,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-09T16:00:00
759,AI Workshop,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-04T16:00:00
782,Yoga Class,2025-12-12,16:00:00,4,0,12,confirmed,2025-11-30T16:00:00
803,Business Meeting,2025-12-12,16:00:00,4,0,12,confirmed,2025-12-10T16:00:00
824,Code Review,2025-12-12,16:00:00,4,0,12,confirmed,2025-11-30T16:00:00
16,Yoga Class,2025-12-12,14:00:00,4,0,12,cancelled,2025-12-02T14:00:00
28,Business Meeting,2025-12-12,14:00:00,4,0,12,confirmed,2025-11-29T14:00:00
41,Code Review,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-02T14:00:00
103,New Event,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-06T14:00:00
133,Yoga Class,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-06T14:00:00
163,Code Review,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-01T14:00:00
227,New Event,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-10T14:00:00
255,AI Workshop,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-03T14:00:00
280,Yoga Class,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-04T14:00:00
305,Business Meeting,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-01T14:00:00
324,Code Review,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-07T14:00:00
450,New Event,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-11T14:00:00
528,Yoga Class,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-10T14:00:00
574,Code Review,2025-12-12,14:00:00,4,0,12,cancelled,2025-12-06T14:00:00
698,New Event,2025-12-12,14:00:00,4,0,12,confirmed,2025-11-30T14:00:00
758,AI Workshop,2025-12-12,14:00:00,4,0,12,confirmed,2025-11-30T14:00:00
781,Yoga Class,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-11T14:00:00
802,Business Meeting,2025-12-12,14:00:00,4,0,12,confirmed,2025-11-30T14:00:00
823,Code Review,2025-12-12,14:00:00,4,0,12,confirmed,2025-11-28T14:00:00
949,New Event,2025-12-12,14:00:00,4,0,12,confirmed,2025-12-06T14:00:00
228,New Event,2025-12-12,12:16:00,4,0,12,confirmed,2025-12-08T12:16:00
451,New Event,2025-12-12,12:16:00,4,0,12,confirmed,2025-11-28T12:16:00
700,New Event,2025-12-12,12:16:00,4,0,12,confirmed,2025-11-29T12:16:00
950,New Event,2025-12-12,12:16:00,4,0,12,confirmed,2025-12-02T12:16:00
15,Yoga Class,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-08T11:00:00
40,Code Review,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-03T11:00:00
113,AI Workshop,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-09T11:00:00
132,Yoga Class,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-08T11:00:00
148,Business Meeting,2025-12-12,11:00:00,4,0,12,confirmed,2025-11-30T11:00:00
162,Code Review,2025-12-12,11:00:00,4,0,12,confirmed,2025-11-28T11:00:00
254,AI Workshop,2025-12-12,11:00:00,4,0,12,cancelled,2025-12-07T11:00:00
279,Yoga Class,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-02T11:00:00
304,Business Meeting,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-03T11:00:00
323,Code Review,2025-12-12,11:00:00,4,0,12,cancelled,2025-12-03T11:00:00
506,AI Workshop,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-01T11:00:00
527,Yoga Class,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-01T11:00:00
551,Business Meeting,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-02T11:00:00
573,Code Review,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-05T11:00:00
757,AI Workshop,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-10T11:00:00
780,Yoga Class,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-03T11:00:00
801,Business Meeting,2025-12-12,11:00:00,4,0,12,confirmed,2025-12-09T11:00:00
822,Code Review,2025-12-12,11:00:00,4,0,12,confirmed,2025-11-28T11:00:00
27,Business Meeting,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-07T09:00:00
39,Code Review,2025-12-12,09:00:00,4,0,12,confirmed,2025-11-29T09:00:00
112,AI Workshop,2025-12-12,09:00:00,4,0,12,confirmed,2025-11-30T09:00:00
131,Yoga Class,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-04T09:00:00
147,Business Meeting,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-03T09:00:00
253,AI Workshop,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-10T09:00:00
278,Yoga Class,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-03T09:00:00
303,Business Meeting,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-10T09:00:00
322,Code Review,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-07T09:00:00
505,AI Workshop,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-06T09:00:00
550,Business Meeting,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-04T09:00:00
572,Code Review,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-09T09:00:00
756,AI Workshop,2025-12-12,09:00:00,4,0,12,confirmed,2025-11-29T09:00:00
779,Yoga Class,2025-12-12,09:00:00,4,0,12,confirmed,2025-12-11T09:00:00
6,AI Workshop,2025-12-11,16:00:00,3,0,12,confirmed,2025-11-29T16:00:00
14,Yoga Class,2025-12-11,16:00:00,3,0,12,confirmed,2025-12-01T16:00:00
26,Business Meeting,2025-12-11,16:00:00,3,0,12,cancelled,2025-11-28T16:00:00
38,Code Review,2025-12-11,16:00:00,3,0,12,confirmed,2025-11-29T16:00:00
130,Yoga Class,2025-12-11,16:00:00,3,0,12,confirmed,2025-12-05T16:00:00
277,Yoga Class,2025-12-11,16:00:00,3,0,12,confirmed,2025-12-01T16:00:00
302,Business Meeting,2025-12-11,16:00:00,3,0,12,cancelled,2025-12-08T16:00:00
321,Code Review,2025-12-11,16:00:00,3,0,12,confirmed,2025-12-02T16:00:00
504,AI Workshop,2025-12-11,16:00:00,3,0,12,confirmed,2025-12-06T16:00:00
526,Yoga Class,2025-12-11,16:00:00,3,0,12,confirmed,2025-12-01T16:00:00
549,Business Meeting,2025-12-11,16:00:00,3,0,12,confirmed,2025-11-28T16:00:00
755,AI Workshop,2025-12-11,16:00:00,3,0,12,confirmed,2025-11-28T16:00:00
778,Yoga Class,2025-12-11,16:00:00,3,0,12,confirmed,2025-12-01T16:00:00
800,Business Meeting,2025-12-11,16:00:00,3,0,12,confirmed,2025-11-29T16:00:00
821,Code Review,2025-12-11,16:00:00,3,0,12,confirmed,2025-11-30T16:00:00
5,AI Workshop,2025-12-11,14:00:00,3,0,12,cancelled,2025-11-28T14:00:00
13,Yoga Class,2025-12-11,14:00:00,3,0,12,confirmed,2025-12-01T14:00:00
111,AI Workshop,2025-12-11,14:00:00,3,0,12,cancelled,2025-12-09T14:00:00
129,Yoga Class,2025-12-11,14:00:00,3,0,12,confirmed,2025-12-10T14:00:00
146,Business Meeting,2025-12-11,14:00:00,3,0,12,confirmed,2025-11-29T14:00:00
252,AI Workshop,2025-12-11,14:00:00,3,0,12,confirmed,2025-12-08T14:00:00
276,Yoga Class,2025-12-11,14:00:00,3,0,12,cancelled,2025-12-09T14:00:00
301,Business Meeting,2025-12-11,14:00:00,3,0,12,confirmed,2025-12-10T14:00:00
320,Code Review,2025-12-11,14:00:00,3,0,12,confirmed,2025-12-10T14:00:00
503,AI Workshop,2025-12-11,14:00:00,3,0,12,confirmed,2025-12-08T14:00:00
548,Business Meeting,2025-12-11,14:00:00,3,0,12,confirmed,2025-11-27T14:00:00
571,Code Review,2025-12-11,14:00:00,3,0,12,confirmed,2025-12-03T14:00:00
777,Yoga Class,2025-12-11,14:00:00,3,0,12,confirmed,2025-12-04T14:00:00
799,Business Meeting,2025-12-11,14:00:00,3,0,12,confirmed,2025-11-27T14:00:00
820,Code Review,2025-12-11,14:00:00,3,0,12,confirmed,2025-11-30T14:00:00
4,AI Workshop,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-08T11:00:00
12,Yoga Class,2025-12-11,11:00:00,3,0,12,confirmed,2025-11-28T11:00:00
25,Business Meeting,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-07T11:00:00
37,Code Review,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-06T11:00:00
128,Yoga Class,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-05T11:00:00
145,Business Meeting,2025-12-11,11:00:00,3,0,12,confirmed,2025-11-29T11:00:00
161,Code Review,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-09T11:00:00
251,AI Workshop,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-07T11:00:00
275,Yoga Class,2025-12-11,11:00:00,3,0,12,confirmed,2025-11-27T11:00:00
300,Business Meeting,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-04T11:00:00
319,Code Review,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-03T11:00:00
502,AI Workshop,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-01T11:00:00
525,Yoga Class,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-03T11:00:00
547,Business Meeting,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-08T11:00:00
570,Code Review,2025-12-11,11:00:00,3,0,12,confirmed,2025-11-27T11:00:00
754,AI Workshop,2025-12-11,11:00:00,3,0,12,confirmed,2025-11-30T11:00:00
776,Yoga Class,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-01T11:00:00
798,Business Meeting,2025-12-11,11:00:00,3,0,12,confirmed,2025-12-01T11:00:00
819,Code Review,2025-12-11,11:00:00,3,0,12,confirmed,2025-11-30T11:00:00
3,AI Workshop,2025-12-11,09:00:00,3,0,12,confirmed,2025-12-02T09:00:00
11,Yoga Class,2025-12-11,09:00:00,3,0,12,confirmed,2025-12-02T09:00:00
144,Business Meeting,2025-12-11,09:00:00,3,0,12,confirmed,2025-12-01T09:00:00
250,AI Workshop,2025-12-11,09:00:00,3,0,12,confirmed,2025-11-29T09:00:00
274,Yoga Class,2025-12-11,09:00:00,3,0,12,confirmed,2025-12-05T09:00:00
318,Code Review,2025-12-11,09:00:00,3,0,12,confirmed,2025-11-29T09:00:00
501,AI Workshop,2025-12-11,09:00:00,3,0,12,confirmed,2025-12-02T09:00:00
524,Yoga Class,2025-12-11,09:00:00,3,0,12,confirmed,2025-12-01T09:00:00
546,Business Meeting,2025-12-11,09:00:00,3,0,12,confirmed,2025-11-30T09:00:00
569,Code Review,2025-12-11,09:00:00,3,0,12,confirmed,2025-11-29T09:00:00
753,AI Workshop,2025-12-11,09:00:00,3,0,12,confirmed,2025-12-04T09:00:00
775,Yoga Class,2025-12-11,09:00:00,3,0,12,confirmed,2025-12-07T09:00:00
797,Business Meeting,2025-12-11,09:00:00,3,0,12,confirmed,2025-12-01T09:00:00
818,Code Review,2025-12-11,09:00:00,3,0,12,confirmed,2025-11-29T09:00:00
110,AI Workshop,2025-12-10,16:00:00,2,0,12,confirmed,2025-12-07T16:00:00
143,Business Meeting,2025-12-10,16:00:00,2,0,12,confirmed,2025-11-26T16:00:00
160,Code Review,2025-12-10,16:00:00,2,0,12,confirmed,2025-12-03T16:00:00
249,AI Workshop,2025-12-10,16:00:00,2,0,12,confirmed,2025-12-07T16:00:00
273,Yoga Class,2025-12-10,16:00:00,2,0,12,confirmed,2025-12-02T16:00:00
299,Business Meeting,2025-12-10,16:00:00,2,0,12,confirmed,2025-12-09T16:00:00
317,Code Review,2025-12-10,16:00:00,2,0,12,confirmed,2025-11-29T16:00:00
523,Yoga Class,2025-12-10,16:00:00,2,0,12,cancelled,2025-11-30T16:00:00
545,Business Meeting,2025-12-10,16:00:00,2,0,12,confirmed,2025-11-29T16:00:00
568,Code Review,2025-12-10,16:00:00,2,0,12,confirmed,2025-12-03T16:00:00
752,AI Workshop,2025-12-10,16:00:00,2,0,12,confirmed,2025-11-27T16:00:00
774,Yoga Class,2025-12-10,16:00:00,2,0,12,confirmed,2025-12-07T16:00:00
796,Business Meeting,2025-12-10,16:00:00,2,0,12,confirmed,2025-12-04T16:00:00
2,AI Workshop,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-07T14:00:00
24,Business Meeting,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-09T14:00:00
36,Code Review,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-04T14:00:00
109,AI Workshop,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-08T14:00:00
127,Yoga Class,2025-12-10,14:00:00,2,0,12,confirmed,2025-11-28T14:00:00
142,Business Meeting,2025-12-10,14:00:00,2,0,12,confirmed,2025-11-26T14:00:00
159,Code Review,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-08T14:00:00
248,AI Workshop,2025-12-10,14:00:00,2,0,12,confirmed,2025-11-27T14:00:00
272,Yoga Class,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-09T14:00:00
298,Business Meeting,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-01T14:00:00
316,Code Review,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-06T14:00:00
500,AI Workshop,2025-12-10,14:00:00,2,0,12,confirmed,2025-11-29T14:00:00
522,Yoga Class,2025-12-10,14:00:00,2,0,12,confirmed,2025-11-30T14:00:00
544,Business Meeting,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-05T14:00:00
567,Code Review,2025-12-10,14:00:00,2,0,12,confirmed,2025-11-29T14:00:00
751,AI Workshop,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-01T14:00:00
773,Yoga Class,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-08T14:00:00
795,Business Meeting,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-08T14:00:00
817,Code Review,2025-12-10,14:00:00,2,0,12,confirmed,2025-12-09T14:00:00
10,Yoga Class,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-02T11:00:00
23,Business Meeting,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-08T11:00:00
35,Code Review,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-04T11:00:00
126,Yoga Class,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-03T11:00:00
158,Code Review,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-02T11:00:00
247,AI Workshop,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-02T11:00:00
271,Yoga Class,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-08T11:00:00
297,Business Meeting,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-01T11:00:00
315,Code Review,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-03T11:00:00
499,AI Workshop,2025-12-10,11:00:00,2,0,12,confirmed,2025-11-26T11:00:00
521,Yoga Class,2025-12-10,11:00:00,2,0,12,confirmed,2025-11-30T11:00:00
543,Business Meeting,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-01T11:00:00
566,Code Review,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-03T11:00:00
750,AI Workshop,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-09T11:00:00
772,Yoga Class,2025-12-10,11:00:00,2,0,12,confirmed,2025-11-26T11:00:00
794,Business Meeting,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-05T11:00:00
816,Code Review,2025-12-10,11:00:00,2,0,12,confirmed,2025-12-07T11:00:00
1,AI Workshop,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-04T09:00:00
34,Code Review,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-04T09:00:00
125,Yoga Class,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-01T09:00:00
141,Business Meeting,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-09T09:00:00
157,Code Review,2025-12-10,09:00:00,2,0,12,confirmed,2025-11-27T09:00:00
246,AI Workshop,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-03T09:00:00
270,Yoga Class,2025-12-10,09:00:00,2,0,12,cancelled,2025-12-07T09:00:00
296,Business Meeting,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-05T09:00:00
314,Code Review,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-09T09:00:00
498,AI Workshop,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-09T09:00:00
520,Yoga Class,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-02T09:00:00
565,Code Review,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-02T09:00:00
749,AI Workshop,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-09T09:00:00
771,Yoga Class,2025-12-10,09:00:00,2,0,12,confirmed,2025-12-05T09:00:00
793,Business Meeting,2025-12-10,09:00:00,2,0,12,confirmed,2025-11-28T09:00:00
104,AI Workshop 2025,2025-01-20,14:00:00,0,0,1,confirmed,2025-01-19T14:00:00
230,AI Workshop 2025,2025-01-20,14:00:00,0,0,1,confirmed,2025-01-10T14:00:00
453,AI Workshop 2025,2025-01-20,14:00:00,0,0,1,confirmed,2025-01-16T14:00:00
497,AI Workshop 2025,2025-01-20,14:00:00,0,0,1,confirmed,2025-01-17T14:00:00
702,AI Workshop 2025,2025-01-20,14:00:00,0,0,1,confirmed,2025-01-19T14:00:00
748,AI Workshop 2025,2025-01-20,14:00:00,0,0,1,confirmed,2025-01-14T14:00:00
951,AI Workshop 2025,2025-01-20,14:00:00,0,0,1,confirmed,2025-01-11T14:00:00
997,AI Workshop 2025,2025-01-20,14:00:00,0,0,1,confirmed,2025-01-11T14:00:00
229,AI Workshop 2025,2025-01-20,09:00:00,0,0,1,confirmed,2025-01-08T09:00:00
452,AI Workshop 2025,2025-01-20,09:00:00,0,0,1,confirmed,2025-01-16T09:00:00
496,AI Workshop 2025,2025-01-20,09:00:00,0,0,1,confirmed,2025-01-06T09:00:00
701,AI Workshop 2025,2025-01-20,09:00:00,0,0,1,confirmed,2025-01-16T09:00:00
747,AI Workshop 2025,2025-01-20,09:00:00,0,0,1,confirmed,2025-01-17T09:00:00
996,AI Workshop 2025,2025-01-20,09:00:00,0,0,1,confirmed,2025-01-08T09:00:00
108,AI Workshop 2025,2025-01-19,15:00:00,6,1,1,confirmed,2025-01-05T15:00:00
232,AI Workshop 2025,2025-01-19,15:00:00,6,1,1,confirmed,2025-01-09T15:00:00
457,AI Workshop 2025,2025-01-19,15:00:00,6,1,1,confirmed,2025-01-17T15:00:00
708,AI Workshop 2025,2025-01-19,15:00:00,6,1,1,confirmed,2025-01-13T15:00:00
957,AI Workshop 2025,2025-01-19,15:00:00,6,1,1,confirmed,2025-01-18T15:00:00
231,AI Workshop 2025,2025-01-19,10:00:00,6,1,1,confirmed,2025-01-17T10:00:00
456,AI Workshop 2025,2025-01-19,10:00:00,6,1,1,confirmed,2025-01-13T10:00:00
707,AI Workshop 2025,2025-01-19,10:00:00,6,1,1,confirmed,2025-01-12T10:00:00
956,AI Workshop 2025,2025-01-19,10:00:00,6,1,1,confirmed,2025-01-15T10:00:00
107,AI Workshop 2025,2025-01-18,15:00:00,5,1,1,confirmed,2025-01-09T15:00:00
706,AI Workshop 2025,2025-01-18,15:00:00,5,1,1,confirmed,2025-01-09T15:00:00
955,AI Workshop 2025,2025-01-18,15:00:00,5,1,1,confirmed,2025-01-12T15:00:00
455,AI Workshop 2025,2025-01-18,10:00:00,5,1,1,confirmed,2025-01-13T10:00:00
705,AI Workshop 2025,2025-01-18,10:00:00,5,1,1,confirmed,2025-01-08T10:00:00
954,AI Workshop 2025,2025-01-18,10:00:00,5,1,1,confirmed,2025-01-08T10:00:00
998,AI Workshop 2025,2025-01-15,09:00:00,2,0,1,confirmed,2025-01-04T09:00:00
219,AI Workshop,2024-12-20,16:00:00,4,0,12,confirmed,2024-12-19T16:00:00
369,AI Workshop,2024-12-20,16:00:00,4,0,12,confirmed,2024-12-15T16:00:00
402,AI Workshop,2024-12-20,16:00:00,4,0,12,confirmed,2024-12-12T16:00:00
437,AI Workshop,2024-12-20,16:00:00,4,0,12,confirmed,2024-12-16T16:00:00
618,AI Workshop,2024-12-20,16:00:00,4,0,12,confirmed,2024-12-08T16:00:00
651,AI Workshop,2024-12-20,16:00:00,4,0,12,confirmed,2024-12-06T16:00:00
684,AI Workshop,2024-12-20,16:00:00,4,0,12,confirmed,2024-12-18T16:00:00
865,AI Workshop,2024-12-20,16:00:00,4,0,12,cancelled,2024-12-12T16:00:00
898,AI Workshop,2024-12-20,16:00:00,4,0,12,confirmed,2024-12-15T16:00:00
935,AI Workshop,2024-12-20,16:00:00,4,0,12,confirmed,2024-12-18T16:00:00
98,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-06T14:00:00
187,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-07T14:00:00
203,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-19T14:00:00
218,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-17T14:00:00
368,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-08T14:00:00
401,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-07T14:00:00
436,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-06T14:00:00
617,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-10T14:00:00
650,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-19T14:00:00
683,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-09T14:00:00
864,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-11T14:00:00
897,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-08T14:00:00
934,AI Workshop,2024-12-20,14:00:00,4,0,12,confirmed,2024-12-13T14:00:00
64,AI Workshop,2024-12-20,11:00:00,4,0,12,cancelled,2024-12-10T11:00:00
82,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-08T11:00:00
97,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-15T11:00:00
202,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-19T11:00:00
217,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-06T11:00:00
367,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-18T11:00:00
400,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-19T11:00:00
435,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-15T11:00:00
616,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-14T11:00:00
649,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-11T11:00:00
682,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-06T11:00:00
863,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-07T11:00:00
896,AI Workshop,2024-12-20,11:00:00,4,0,12,confirmed,2024-12-06T11:00:00
933,AI Workshop,2024-12-20,11:00:00,4,0,12,cancelled,2024-12-12T11:00:00
186,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-06T09:00:00
201,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-19T09:00:00
366,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-06T09:00:00
399,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-10T09:00:00
434,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-19T09:00:00
615,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-16T09:00:00
681,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-10T09:00:00
862,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-07T09:00:00
895,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-13T09:00:00
932,AI Workshop,2024-12-20,09:00:00,4,0,12,confirmed,2024-12-10T09:00:00
81,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-08T16:00:00
185,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-17T16:00:00
200,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-05T16:00:00
216,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-05T16:00:00
398,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-15T16:00:00
433,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-13T16:00:00
614,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-06T16:00:00
648,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-15T16:00:00
680,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-17T16:00:00
861,AI Workshop,2024-12-19,16:00:00,3,0,12,cancelled,2024-12-07T16:00:00
894,AI Workshop,2024-12-19,16:00:00,3,0,12,confirmed,2024-12-06T16:00:00
105,AI Workshop,2024-12-19,15:06:00,3,0,12,confirmed,2024-12-09T15:06:00
454,AI Workshop,2024-12-19,15:06:00,3,0,12,confirmed,2024-12-07T15:06:00
703,AI Workshop,2024-12-19,15:06:00,3,0,12,confirmed,2024-12-18T15:06:00
